"","regulator","target","strength","effect"
"597","D4_TF1","Target522",2.95579982496886,-1
"598","D4_TF1","Target523",8.10189682645908,1
"599","D4_TF1","Target524",10.0567232133273,1
"600","D4_TF1","Target525",47.4076030654641,1
"601","D4_TF1","Target518",2.87083028555511,1
"602","D4_TF1","Target526",2.8481606378774,1
"603","D4_TF1","Target123",13.4591749400707,1
"604","D4_TF1","Target527",11.1479350476195,-1
"605","D4_TF1","Target528",76.1398302303831,1
"606","D4_TF1","Target529",2.85215190293822,1
"607","D4_TF1","Target530",2.76830405639115,1
"608","D4_TF1","Target531",22.879335880832,1
"609","D4_TF1","Target532",2.59990274404415,-1
"610","D4_TF1","Target533",1.97035665833261,1
"611","D4_TF1","Target534",12.428302360512,1
"612","D4_TF1","Target535",1.75584629816021,1
"613","D1_TF1","Target3",26.1193452210489,1
"614","D1_TF1","Target4",26.9166651049886,-1
"615","D1_TF1","Target11",1.18778282257576,1
"616","D1_TF1","Target17",1.01820761219185,-1
"617","D1_TF1","Target23",3.68025963856104,1
"618","D1_TF1","Target536",11.6845295436729,1
"619","D1_TF1","Target537",43.3014096695961,1
"620","D1_TF1","Target538",12.7165763159175,1
"621","D1_TF1","Target539",1.44673867095095,1
"622","D1_TF1","Target540",29.3347663923568,1
"623","D1_TF1","Target541",30.3644641388897,1
"624","D1_TF1","Target542",56.5082610124558,1
"625","D1_TF1","Target543",2.350250042077,-1
"626","D1_TF1","Target544",3.01538848020394,-1
"627","D1_TF1","Target545",43.1608069905482,-1
"628","D1_TF1","Target546",11.4202203818248,1
"629","D1_TF1","Target547",78.2412374526098,1
"630","D1_TF1","Target548",42.84069356536,1
"631","D1_TF1","Target54",45.3205162497847,-1
"632","D1_TF1","Target549",24.4088782562379,1
"633","D1_TF1","Target550",84.5129815508171,1
"634","D1_TF1","Target551",3.21519298969387,1
"635","D1_TF1","Target552",26.6290141495375,1
"636","D1_TF1","Target553",63.6633021740684,1
"637","D1_TF1","Target554",3.97292791094644,1
"638","D1_TF1","Target555",17.0231738737557,1
"639","D1_TF1","Target124",53.3100921455264,1
"640","D1_TF1","Target556",4.25248983879908,-1
"641","D1_TF1","Target557",25.2618218863919,1
"642","D1_TF1","Target235",63.5406694337219,1
"643","D1_TF1","Target558",6.80649711401797,1
"644","D1_TF1","Target125",5.08056717479287,1
"645","D1_TF1","Target559",7.18623620582902,1
"646","D1_TF1","Target560",46.429638838756,-1
"647","D1_TF1","Target561",53.7539298940215,1
"648","D1_TF1","Target88",70.8123136998547,1
"649","D1_TF1","Target562",3.36590477005212,-1
"650","D1_TF1","Target563",1.67761300442406,1
"651","D1_TF1","Target42",46.9621278396093,1
"652","D1_TF1","Target564",2.76493372433241,1
"653","D1_TF1","Target565",8.23143185411215,-1
"654","D1_TF1","Target566",93.0015786928401,1
"655","D1_TF1","Target567",22.7141792025111,1
"656","D1_TF1","Target516",27.8669732822773,1
"657","D1_TF1","Target568",23.6501500911232,1
"658","D1_TF1","Target569",14.2350072147514,1
"659","D1_TF1","Target570",40.3831028894533,1
"660","D1_TF1","Target571",47.5982354617897,1
"661","D1_TF1","Target572",5.09770272952422,1
"662","D1_TF1","Target573",6.83836894327579,1
"663","D1_TF1","Target574",4.58647987497532,1
"664","D1_TF1","Target575",1.06114737725588,1
"665","D1_TF1","Target576",2.46004791133138,1
"666","D1_TF1","Target577",8.33343429387161,-1
"667","D1_TF1","Target133",22.2366916715392,1
"668","D1_TF1","Target55",1.69394058431329,1
"669","D1_TF1","Target578",21.7958247658784,-1
"670","D1_TF1","Target579",2.2018908414156,1
"671","D1_TF1","Target580",46.006255724921,-1
"672","D1_TF1","Target581",7.9522540037267,1
"673","D1_TF1","Target582",26.6509733695285,1
"674","D1_TF1","Target583",79.3255408357175,1
"675","D1_TF1","Target584",14.4918768883995,-1
"676","D1_TF1","Target411",1.25461873638117,1
"677","D1_TF1","Target585",5.02323816533415,1
"678","D1_TF1","Target586",13.3873964655494,1
"679","D1_TF1","Target587",94.2879738465777,1
"680","D1_TF1","Target588",21.8210608300698,-1
"681","D1_TF1","Target39",1.15835637397046,1
"682","D1_TF1","Target589",18.2458479341577,-1
"683","D5_TF1","Target10",3.79404053652781,-1
"684","D5_TF1","Target590",1.00055846008548,1
"685","D5_TF1","Target591",35.5991379773714,-1
"686","D5_TF1","Target592",27.6404294900209,-1
"687","D5_TF1","Target593",4.8577818638739,1
"688","D5_TF1","Target594",1.58511826068669,-1
"689","D5_TF1","Target404",2.40417221761026,1
"690","D5_TF1","Target185",6.40052973542261,1
"691","D5_TF1","Target595",4.97351345565841,-1
"692","D5_TF1","Target596",31.3548493385396,1
"693","D5_TF1","Target597",2.94355660396597,1
"694","D5_TF1","Target598",6.4257769407453,1
"695","D5_TF1","Target599",48.6736204834465,1
"696","D5_TF1","Target600",10.0894929935878,-1
"697","D5_TF1","Target601",7.28687097105179,1
"698","D5_TF1","Target602",9.05191875030703,1
"699","D5_TF1","Target69",9.51330857951887,-1
"700","D5_TF1","Target603",1.40322947615452,1
"701","D5_TF1","Target604",44.3117937585297,1
"702","D5_TF1","Target605",26.2362603266411,1
"703","D5_TF1","Target606",2.55544531257029,1
"704","D5_TF1","Target607",1.22400127520467,1
"705","D5_TF1","Target608",4.17375607282195,1
"706","D5_TF1","Target609",4.87992892957582,1
"707","B11_TF1","Target19",15.6668082735239,1
"708","B11_TF1","Target610",7.81747679710887,1
"709","B11_TF1","Target611",3.54710488600999,1
"710","B11_TF1","Target612",1.59622572422933,1
"711","B11_TF1","Target613",1.2532433414344,1
"712","B11_TF1","Target614",96.0679113933116,1
"713","B11_TF1","Target615",62.9878224147909,1
"714","B11_TF1","Target616",7.77139810956147,1
"715","B11_TF1","Target617",1.31917713268291,-1
"716","B11_TF1","Target618",9.26611204278143,1
"717","B11_TF1","Target619",49.403122186218,-1
"718","B11_TF1","Target620",2.32258713939284,1
"719","B11_TF1","Target621",5.32150336261515,-1
"720","B11_TF1","Target622",91.3174992581831,1
"721","B11_TF1","Target623",6.19808902731712,1
"722","B11_TF1","Target624",21.4076174772115,1
"723","B11_TF1","Target625",1.82562747573459,-1
"724","B11_TF1","Target626",5.66588925037663,1
"725","B11_TF1","Target627",1.48845664523162,1
"726","B11_TF1","Target628",6.47867357025059,1
"727","B11_TF1","Target126",1.76921468074242,1
"728","B11_TF1","Target629",2.23680609601396,1
"729","B11_TF1","Target630",16.1414520684005,1
"730","B11_TF1","Target631",6.16094387913318,1
"731","B11_TF1","Target632",6.05896200361943,1
"732","B11_TF1","Target112",5.55094074457167,-1
"733","B11_TF1","Target633",17.906511535889,1
"734","B11_TF1","Target634",1.43548546117474,1
"735","B11_TF1","Target635",3.19876686275919,1
"736","B11_TF1","Target636",1.50176466991285,-1
"737","B11_TF1","Target637",1.51909844639532,1
"738","B11_TF1","Target638",44.1135663394167,1
"739","Target11","Target422",15.9356082737856,1
"740","Target11","Target67",1.71842355992608,-1
"741","Target11","Target441",85.8304767780137,1
"742","Target11","Target72",1.17003869813588,1
"743","Target11","Target98",2.93003316471111,-1
"744","Target11","Target458",12.1772537232353,-1
"745","Target11","Target639",4.28896777646956,1
"746","Target12","Target640",1.23103491898183,1
"747","Target12","Target58",2.39809795141546,1
"748","Target12","Target458",3.037028976063,1
"749","Target12","Target460",89.2319813539479,-1
"750","B1_TF1","Target641",3.42728629207982,1
"751","B1_TF1","Target642",41.7468391716077,1
"752","B1_TF1","Target643",71.0016593730197,1
"753","B1_TF1","Target408",2.74628822144968,-1
"754","B1_TF1","Target644",26.6937319902052,-1
"755","B1_TF1","Target645",92.4324540220587,1
"756","B1_TF1","Target646",1.55934417002668,1
"757","B1_TF1","Target647",43.5977256354005,1
"758","B1_TF1","Target648",34.0656946732346,1
"759","B1_TF1","Target649",36.9084858161183,1
"760","B1_TF1","Target650",19.3309110360716,1
"761","B1_TF1","Target481",2.42760685165452,-1
"762","B1_TF1","Target651",15.6927119917415,-1
"763","B1_TF1","Target652",6.42468108902426,-1
"764","B1_TF1","Target653",13.594158537022,1
"765","B1_TF1","Target83",2.68868145243525,1
"766","B1_TF1","Target654",15.0852836333873,1
"767","B1_TF1","Target655",1.0731262358815,1
"768","B1_TF1","Target656",1.16513106339251,1
"769","B1_TF1","Target657",26.5844964999669,1
"770","B1_TF1","Target93",13.2110613744623,1
"771","B1_TF1","Target658",22.2967113638281,1
"772","B1_TF1","Target659",4.41921878518708,1
"773","B1_TF1","Target660",1.40404103151664,-1
"774","B1_TF1","Target99",11.3505909013046,1
"775","B1_TF1","Target661",9.81719710375124,1
"776","B1_TF1","Target662",2.80408540176717,1
"777","B1_TF1","Target663",2.26926155113665,1
"778","B1_TF1","Target301",4.19326158733993,1
"779","B1_TF1","Target664",3.41599328039071,1
"780","B1_TF1","Target665",1.6461130591367,-1
"781","B1_TF1","Target111",22.5789452825677,1
"782","B1_TF1","Target666",1.22174427882495,1
"783","B1_TF1","Target667",2.20400012828521,1
"784","B1_TF1","Target668",33.2470631163755,1
"785","B1_TF1","Target669",21.374393774677,1
"786","B1_TF1","Target670",33.779021302172,-1
"787","B1_TF1","Target671",35.3634480088888,-1
"788","B1_TF1","Target672",49.0374304312274,-1
"789","B1_TF1","Target499",4.09041747602098,-1
"790","B1_TF1","Target396",53.3745952640309,1
"791","Target13","Target546",8.37721540462004,-1
"792","Target13","Target120",5.92930036832836,1
"793","Target13","Target388",4.39500146618293,1
"794","Target13","Target673",13.3488254109051,1
"795","Target13","Target169",4.59583149818882,-1
"796","Burn4_TF1","Target14",25.0833097557904,-1
"797","Burn4_TF1","Target674",1.32808129576309,1
"798","Burn4_TF1","Target675",23.708489718551,1
"799","Burn4_TF1","Target676",1.17005541380536,1
"800","Burn4_TF1","Target677",1.66523408434238,1
"801","Burn4_TF1","Target678",60.0808971744131,1
"802","Burn4_TF1","Target679",5.93261521449314,1
"803","Burn4_TF1","Target426",15.3586326610017,-1
"804","Burn4_TF1","Target680",40.9496266656176,1
"805","Burn4_TF1","Target681",9.14399445717271,1
"806","Burn4_TF1","Target682",5.73018541615006,1
"807","Burn4_TF1","Target154",32.2478434677122,1
"808","Burn4_TF1","Target683",23.5503783226301,1
"809","Burn4_TF1","Target684",2.89790001399841,1
"810","Burn4_TF1","Target492",12.2246939346,1
"811","Burn4_TF1","Target685",58.563149867181,1
"812","Target14","Target628",54.8699915624223,1
"813","A3_TF1","Target35",5.09102083455694,1
"814","A3_TF1","Target686",1.44016546612139,1
"815","A3_TF1","Target171",97.0406848189544,1
"816","A3_TF1","Target405",5.73930443912143,1
"817","A3_TF1","Target172",1.7721056809952,1
"818","A3_TF1","Target687",4.46731513571545,1
"819","A3_TF1","Target688",66.1604785909944,1
"820","A3_TF1","Target689",2.35234504929758,1
"821","A3_TF1","Target690",41.8098183216387,-1
"822","A3_TF1","Target691",2.14844508277417,1
"823","A3_TF1","Target692",12.7158712409116,1
"824","A3_TF1","Target693",2.90988849563892,1
"825","A3_TF1","Target694",3.86952344516927,1
"826","A3_TF1","Target76",20.819134806091,1
"827","A3_TF1","Target695",57.7371017809877,1
"828","A3_TF1","Target696",1.64136789834154,-1
"829","A3_TF1","Target255",1.7469928847957,1
"830","A3_TF1","Target92",1.59538109375408,1
"831","A3_TF1","Target697",24.5727779372201,1
"832","A3_TF1","Target53",2.12778882886455,1
"833","A3_TF1","Target100",1.87945345313693,1
"834","A3_TF1","Target698",99.1473028512708,1
"835","A3_TF1","Target699",98.1787594348852,1
"836","A3_TF1","Target700",9.55174494599901,1
"837","A3_TF1","Target701",1.73818560724874,1
"838","A3_TF1","Target702",10.3140108839359,1
"839","C3_TF1","Target703",1.93277914268549,1
"840","C3_TF1","Target704",6.13336551138851,1
"841","C3_TF1","Target705",4.19300331574901,1
"842","C3_TF1","Target141",15.0040789857486,1
"843","C3_TF1","Target674",15.9941051199249,1
"844","C3_TF1","Target676",6.54094947657059,1
"845","C3_TF1","Target706",8.87912436827535,1
"846","C3_TF1","Target193",16.1122089946519,1
"847","C3_TF1","Target203",21.5945669499886,1
"848","C3_TF1","Target707",1.65172364053052,1
"849","C3_TF1","Target708",2.32707490996802,1
"850","C3_TF1","Target235",1.46845214079168,1
"851","C3_TF1","Target709",2.07438058706993,1
"852","C3_TF1","Target710",5.51780345112337,1
"853","C3_TF1","Target269",33.8231063294518,1
"854","C3_TF1","Target304",3.84616563702795,1
"855","C3_TF1","Target711",65.7191593483628,1
"856","C3_TF1","Target712",1.39277938209163,1
"857","C3_TF1","Target713",1.43377927326298,1
"858","B8_TF1","Target714",5.35653777746469,1
"859","B8_TF1","Target715",25.0288755246934,1
"860","B8_TF1","Target716",17.9297261557667,1
"861","B8_TF1","Target717",21.0537451956296,1
"862","D2_TF1","Target12",65.8048808607192,1
"863","D2_TF1","Target718",33.3000761430808,1
"864","D2_TF1","Target719",97.8538902219516,1
"865","D2_TF1","Target720",2.096990363937,1
"866","D2_TF1","Target721",20.5414893120646,1
"867","D2_TF1","Target722",1.24782971136496,1
"868","D2_TF1","Target723",75.2963854198972,1
"869","D2_TF1","Target724",26.0856952804117,1
"870","D2_TF1","Target725",2.58889482606144,1
"871","D2_TF1","Target726",3.59025147725846,1
"872","D2_TF1","Target58",50.7953500923014,1
"873","D2_TF1","Target727",25.2063725789728,1
"874","D2_TF1","Target728",43.8051634689347,-1
"875","D2_TF1","Target681",34.4992678946524,1
"876","D2_TF1","Target729",29.5261000466353,1
"877","D2_TF1","Target730",42.0068476783364,1
"878","D2_TF1","Target528",9.58016046447062,1
"879","D2_TF1","Target82",6.7252829145766,1
"880","D2_TF1","Target128",46.4414510110857,1
"881","D2_TF1","Target103",1.12519819815086,-1
"882","D2_TF1","Target731",1.4482035814744,1
"883","D2_TF1","Target732",23.5771355453796,1
"884","D2_TF1","Target733",2.15072895580612,1
"885","D2_TF1","Target110",37.6226212003723,1
"886","D2_TF1","Target734",28.0681729857037,1
"887","D2_TF1","Target735",39.5198650919076,1
"888","D2_TF1","Target736",51.3256844313739,1
"889","D2_TF1","Target737",1.216235070678,1
"890","D2_TF1","Target673",1.86378532758017,1
"891","D2_TF1","Target56",52.1420953387558,1
"892","D2_TF1","Target589",6.92211076809923,1
"893","Target15","Target211",23.4247732698078,1
"894","Target15","Target76",7.17315168639291,1
"895","Target15","Target251",5.98790979611073,-1
"896","Target15","Target738",4.05291341591419,1
"897","Target15","Target289",4.29559135631206,1
"898","Target15","Target739",1.86021117921264,-1
"899","Target15","Target51",2.80189796666949,1
"900","Target15","Target740",4.1410959441971,1
"901","Target15","Target316",4.55179841792459,-1
"902","Target15","Target331",54.2827118322431,1
"903","Target15","Target741",2.57720194442606,1
"904","Target15","Target367",22.2138823080431,1
"905","Target15","Target742",2.08854452303714,1
"906","Target15","Target377",36.6794259876957,-1
"907","Target15","Target378",47.7630258522008,1
"908","Target15","Target393",19.5128932484872,-1
"909","Target16","Target743",96.5424948956772,1
"910","Target16","Target674",2.72464256646624,1
"911","Target16","Target625",1.21130368154219,-1
"912","Target16","Target744",2.82461245263554,-1
"913","Target16","Target216",21.7967999719938,1
"914","Target16","Target745",3.87167915984968,1
"915","Target16","Target238",9.03637401614128,-1
"916","Target16","Target361",1.39991369287212,-1
"917","Target16","Target746",4.22679791286356,1
"918","Target16","Target747",2.24032068957973,1
"919","A2_TF1","Target748",1.39391655792537,1
"920","A2_TF1","Target749",46.8404471567802,1
"921","A2_TF1","Target750",5.78330384888402,-1
"922","A2_TF1","Target751",1.52832317034312,1
"923","A2_TF1","Target752",3.95187143531364,-1
"924","A2_TF1","Target406",1.05181841955799,1
"925","A2_TF1","Target753",1.76744269719109,-1
"926","A2_TF1","Target515",6.57956970866349,1
"927","A2_TF1","Target80",70.1967091149044,1
"928","A2_TF1","Target90",24.1143185271595,1
"929","A2_TF1","Target754",2.1660566714892,1
"930","A2_TF1","Target755",4.09416068345073,1
"931","A2_TF1","Target382",3.24373276787536,1
"932","A2_TF1","Target756",2.91761103148697,1
"933","A2_TF1","Target757",5.42804500422257,1
"934","A2_TF1","Target758",4.28009506202037,1
"935","Target17","Target194",1.25823464128094,-1
"936","Target17","Target198",1.13766689769103,-1
"937","Target18","Target264",85.1276967554315,1
"938","Target18","Target452",6.07668699568499,-1
"939","Target18","Target739",5.53198091496955,1
"940","Target18","Target116",45.5058274234049,1
"941","B2_TF1","Target6",14.4275716920019,1
"942","B2_TF1","Target13",33.2296984704303,-1
"943","B2_TF1","Target15",42.3919224616177,1
"944","B2_TF1","Target24",27.8795702251994,1
"945","B2_TF1","Target118",8.4199613344744,-1
"946","B2_TF1","Target759",1.20703162946661,1
"947","B2_TF1","Target760",1.03811434963564,1
"948","B2_TF1","Target761",98.4113913519035,1
"949","B2_TF1","Target762",11.9444060853402,1
"950","B2_TF1","Target38",50.5276841210264,-1
"951","B2_TF1","Target192",3.74144665748885,1
"952","B2_TF1","Target201",1.08228950725216,1
"953","B2_TF1","Target202",8.15678389929464,1
"954","B2_TF1","Target432",4.31880853852157,1
"955","B2_TF1","Target763",2.68132076941679,-1
"956","B2_TF1","Target764",1.37071846372145,1
"957","B2_TF1","Target59",90.1904667744215,1
"958","B2_TF1","Target232",8.71496114705164,1
"959","B2_TF1","Target557",31.9045339255704,-1
"960","B2_TF1","Target765",23.7612058345952,1
"961","B2_TF1","Target766",1.86207549274853,-1
"962","B2_TF1","Target767",3.36850200414988,-1
"963","B2_TF1","Target629",11.1500943197651,-1
"964","B2_TF1","Target768",3.09374914568306,-1
"965","B2_TF1","Target769",53.2270847705392,-1
"966","B2_TF1","Target770",3.1277067337542,1
"967","B2_TF1","Target95",1.05321130830464,1
"968","B2_TF1","Target771",32.4886851204537,1
